"Scan","Time(sec)","O 130.603","Ar 425.118","Cl 134.724","Cl 135.165","Cl 136.345","Cl 133.573","Cl 139.653","Br 154.065","Br 153.174","Br 148.845","Br 144.990","Br 157.480","Br 163.340","I 178.276","I 142.549","I 161.760","I 183.038","I 179.909","Analog_Temp"
204,20.4,6943,2207663,6025,2006,2951,18,-656,-394,-3512,-670,300,1357,-815,-994,-51,5497,3315,10,-174928.94709347
205,20.5,6154,2189223,1483,4464,1853,5916,-1912,-2171,742,349,-6143,1355,-2315,385,-1869,1013,2809,2921,-174928.94709347
206,20.6,12112,2230029,6293,6794,8907,3662,-1292,2112,2410,568,3329,-815,-3544,2366,1722,1805,-1154,2392,-174928.94709347
207,20.7,2552,2246357,2098,-1742,-159,-1510,1253,-78,-1568,5362,2076,-2546,-2761,1091,-981,434,427,2331,-174928.94709347
208,20.8,3545,2255615,4030,-4656,-344,-1870,784,3988,-994,-416,1347,1821,-829,-5426,-185,291,1437,-1933,-174928.94709347
209,20.9,8850,2202258,4644,7772,6748,4073,-1670,-1334,1915,97,1745,-1312,3466,-1337,379,-1666,3476,1708,-174928.94709347
210,21,10232,2187379,4614,7117,4786,6114,-370,2133,4893,2538,-1278,759,254,1836,423,-2303,-2850,-5496,-174928.94709347
211,21.1,5222,2187536,1443,-636,3520,-1621,1857,-490,-769,-817,6331,620,-843,-782,-1573,225,-50,-703,-174581.422445499
212,21.2,7499,2213045,5284,3577,4677,3834,-3230,-250,3386,0,1611,-1337,-4527,-1989,28,890,4067,1945,-175276.471741441
213,21.3,-1629,2245190,-2665,-2891,-2700,-5314,704,-1509,2170,-2231,3883,3408,-2220,-522,1052,1872,-263,3357,-175276.471741441
214,21.4,7514,2223410,6931,2329,3674,5243,-1673,376,3213,1803,736,-1555,1758,1108,-1975,16,-1099,-1104,-174581.422445499
215,21.5,8238,2259513,2549,2503,4073,2647,213,-2281,-1534,875,-1053,-1963,-5428,-1113,-1769,3288,-1864,1661,-174581.422445499
216,21.6,7071,2199684,3050,2203,836,5609,-815,-2153,-1778,3151,-1849,2705,131,-1428,-2569,1065,1794,2052,-174928.94709347
217,21.7,8204,2237566,8714,3942,10362,4712,-1376,-1166,-1525,-76,-153,2445,477,652,-1246,8679,1062,-78,-174233.897797528
218,21.8,5259,2213979,4712,3898,1187,-2111,-2375,-2949,4491,384,3919,2065,3959,-2187,-3484,-1113,3626,-475,-174233.897797528
219,21.9,2689,2193428,1588,140,583,1140,-2003,-2430,1061,868,-1895,-1841,179,392,-1660,1509,-167,2436,-174928.94709347
220,22,11017,2211624,7583,3788,4684,5929,2846,244,-48,2048,2042,745,1136,-467,-949,989,1953,-1477,-175623.996389411
221,22.1,4124,2253909,1213,1278,1300,1229,-2738,-2102,2327,3729,195,1843,100,-3298,642,4225,-813,2786,-174581.422445499
222,22.2,6553,2255131,4484,3570,4502,6221,176,-1659,254,-1092,4211,-1631,3767,-93,-1019,927,-3496,447,-174581.422445499
223,22.3,11648,2208219,6719,6449,5407,7816,-1303,-320,286,-19,-392,-5630,-237,-420,2871,5313,-1348,1561,-174581.422445499
224,22.4,7400,2208152,6353,54,6542,2497,-1335,1668,299,-3176,-530,-957,5988,-5426,3751,295,-1299,760,-174581.422445499
225,22.5,13628,2178314,6736,4836,6219,4929,-1158,1468,-1681,-135,-611,-3184,0,1812,-2523,1355,251,3226,-174233.897797528
226,22.6,5042,2226360,984,726,-510,1105,1269,-1370,-2878,4201,2589,-1107,-1580,-885,-543,1720,-1325,4571,-174233.897797528
227,22.7,6912,2260566,3608,5568,761,2421,-2976,-3001,-2399,-3533,-1411,2950,-684,3859,-737,2485,3372,2266,-174581.422445499
228,22.8,1322,2257154,4346,1145,166,1650,858,-1073,513,415,-10,732,-513,-716,1054,-232,-1752,218,-174581.422445499
229,22.9,7392,2218287,300,4488,1284,1705,3293,-2103,1752,780,2255,-1087,-1339,129,-1412,3480,6359,6045,-174581.422445499
230,23,6025,2198283,5858,2325,-1758,3042,-553,1066,479,-527,150,533,2643,801,-371,-587,1557,1886,-174581.422445499
231,23.1,9055,2206427,4262,8591,5095,7559,-5752,-1824,589,19,-1867,-4617,489,5284,-2177,1962,1387,-5126,-174581.422445499
232,23.2,10485,2227935,5292,5887,963,2489,622,2988,2164,733,-4376,1667,-903,1421,-81,1745,4863,-1067,-174233.897797528
233,23.3,8485,2251287,4958,7803,4199,2643,2201,-3405,935,-1755,1268,-1346,-351,1126,113,2613,-2170,-1067,-174233.897797528
234,23.4,10676,2223724,4660,54,3351,3271,-1194,-2377,-1161,2929,-1898,1880,1078,-1580,3673,-1410,2928,-2296,-174233.897797528
235,23.5,12673,2257438,8188,7043,12839,8544,-3033,-3267,-1644,1080,2173,-2070,3760,-6326,-550,-93,998,145,-174233.897797528
236,23.6,14471,2214382,7469,10638,6979,9333,2447,-565,-2102,-1021,1364,1268,2072,-2712,-698,-1744,742,1789,-174581.422445499
237,23.7,7196,2219248,2440,1718,-1046,1310,-3137,4218,2068,-1546,-980,-2890,-827,162,1688,454,-2085,-1808,-174581.422445499
238,23.8,9852,2217346,9797,5096,7567,4895,2377,-2397,-970,585,-1911,95,-161,628,-975,2516,1026,-3188,-173538.848501587
239,23.9,6106,2213401,4432,2915,2258,2945,414,-2327,-3,4092,2968,4206,465,1007,877,4197,4902,-2385,-173538.848501587
240,24,15410,2219599,10410,5945,8761,8731,250,-4958,-2289,-1758,1353,-1722,2136,2502,-1808,3792,4719,-782,-173886.373149558
241,24.1,3073,2243351,3998,-1345,-603,1695,-1094,2981,150,-670,2042,-134,-4182,1081,-2121,2931,1218,1204,-173886.373149558
242,24.2,4952,2236935,111,-2470,408,-5579,-2193,-3279,-3364,3331,2816,1375,-167,-1657,353,1344,1434,3055,-173886.373149558
243,24.3,3349,2192703,4301,-599,-1229,-723,553,-1016,-1434,2219,-230,3035,-3826,671,-256,3046,3315,572,-174233.897797528
244,24.4,8865,2208657,9621,3731,5458,7227,2893,1363,2897,-2364,-3541,-3410,1871,624,-1827,262,2765,2216,-173191.323853616
245,24.5,8115,2175607,6984,5788,6141,2019,-640,1743,503,3947,-2753,-1519,-1275,682,2878,-633,121,2417,-173538.848501587
246,24.6,8932,2238543,5106,4093,2896,1478,-682,1846,1354,1392,1632,-52,-370,616,2529,1304,3385,-2090,-173538.848501587
247,24.7,13261,2236768,8402,9401,7802,5627,-340,1225,935,2682,2172,-1927,-2189,2582,-2598,2991,1520,2180,-173191.323853616
248,24.8,12734,2265757,9255,7968,4897,12166,-802,593,-228,-3341,1225,-3918,-581,-944,-113,2319,2475,639,-173191.323853616
249,24.9,11763,2189806,9566,8436,9053,8825,254,1979,2784,-1815,1938,-1445,-956,3015,1441,2349,-1657,-768,-173191.323853616
250,25,9423,2207376,5852,5718,3477,4181,-5672,241,-1484,2385,-338,2859,-2007,3341,-3075,-825,-459,2195,-173191.323853616
251,25.1,7690,2201881,7508,6091,4172,6762,4407,2589,-2498,208,-366,533,-1907,1146,3051,-1358,-1101,-2800,-173886.373149558
252,25.2,8068,2221221,7762,7129,6862,1890,2371,-1047,516,911,5147,-2923,1834,-1468,2802,345,-2162,-823,-173191.323853616
253,25.3,3438,2238417,652,-1980,-2095,-2805,1726,1364,-843,-537,-3563,-2309,713,-1818,1256,392,2199,-2717,-173191.323853616
254,25.4,3258,2236495,5188,1798,1913,-2400,869,4391,1179,-169,-219,-2217,690,-1184,1468,-646,-97,2598,-173538.848501587
255,25.5,11017,2270212,8595,6645,5851,10381,-4430,-529,1104,-3918,155,4,-307,-605,3369,-1113,2821,-1845,-172843.799205645
256,25.6,13360,2210250,10499,7508,8852,6765,-1913,1313,-2309,-3024,-5243,-3342,1926,-1329,2576,-954,3128,2184,-172496.274557675
257,25.7,8326,2226457,4877,-1149,251,3572,-2375,-2302,459,-1049,540,1001,-69,-576,912,1087,3154,-2728,-172843.799205645
258,25.8,11052,2204847,4194,7711,3470,7381,-545,1092,2953,-751,-1627,-4100,-819,-1407,-2529,-238,260,-4325,-172843.799205645
259,25.9,5831,2205645,7287,1568,968,4662,-719,2817,-272,7,928,-3079,1166,-854,-457,2520,4027,809,-171801.225261733
260,26,467,2232601,2512,-1702,-2719,-2225,-442,2616,-2066,2411,1190,217,-462,-892,-2101,354,2678,1595,-171801.225261733
261,26.1,10845,2256156,4182,3936,908,2100,-1055,4539,2083,603,-1049,1585,-1691,3126,3786,144,-854,-2539,-171801.225261733
262,26.2,10206,2236384,8066,8727,5091,5396,-3142,-2997,1124,529,-354,658,-3878,708,-1513,5772,2719,-2578,-172496.274557675
263,26.3,3747,2205820,1191,570,1321,1736,-3151,-985,-833,117,-1155,-704,443,-405,819,412,686,1446,-172496.274557675
264,26.4,4155,2193881,2475,-1551,1081,1530,-1948,1864,-1857,2726,-706,1480,-2139,-1323,2771,982,385,-257,-172148.749909704
265,26.5,2879,2173542,1117,-668,-5512,-830,2333,-719,664,-1171,2330,1501,1362,524,-1199,240,1420,785,-172148.749909704
266,26.6,6525,2249147,5027,7204,6468,6024,-2001,1869,1495,2362,-5358,573,-1782,-637,787,368,1477,1286,-171801.225261733
267,26.7,7544,2241825,3945,2862,-1740,5193,-1156,-1893,-3032,732,-318,925,802,-2499,-3966,4678,1464,-831,-172148.749909704
268,26.8,7139,2256963,5634,3762,3607,1978,4094,-4390,40,-640,-6,-3870,-5,22,-1011,2277,-148,84,-170758.651317821
269,26.9,5072,2199096,4223,5736,6207,722,1486,3222,-109,1645,2449,-579,-553,2688,1730,-26,-71,482,-170758.651317821
270,27,9465,2200042,4567,6745,5081,1231,197,-1085,-1153,1870,2303,-1475,-1968,1532,-231,1587,-3204,2028,-171453.700613762
271,27.1,8218,2194165,4549,2290,2116,1831,-4422,1031,-353,1771,1241,419,-700,1032,-160,-436,1174,3062,-171106.175965792
272,27.2,6610,2242756,6189,2201,3085,2612,-3271,1695,-996,1607,-1068,-4058,-1897,14,-311,2672,3876,1674,-170758.651317821
273,27.3,5908,2246439,4450,-110,3249,4539,1550,1504,-1418,1776,1165,-1191,-912,513,183,2303,1672,1991,-172148.749909704
274,27.4,5290,2217745,3932,2024,2903,4151,-1001,1708,-206,1319,1718,52,-3679,-2990,2157,1288,-2649,-1151,-172148.749909704
275,27.5,6660,2256706,5718,4381,2314,1441,-1506,-1842,1333,43,1408,4261,965,-330,1384,-39,2049,963,-170758.651317821
276,27.6,5909,2219863,2125,1914,2114,-1354,-477,5235,-1157,1637,-3578,2993,1265,-4407,-3072,541,-2115,668,-170758.651317821
277,27.7,1129,2226241,1021,238,-2095,-4028,-553,2496,792,-1310,5,1999,87,-3051,677,1126,512,561,-171106.175965792
278,27.8,5199,2208143,-348,-5392,-3630,-4185,1658,445,195,3740,494,-292,219,-298,738,-1026,895,172,-171106.175965792
279,27.9,6845,2184693,1452,12,-621,726,-2624,-404,1039,4525,-2987,-5366,-3834,3214,1632,3711,-155,1733,-170411.12666985
280,28,12147,2232986,11225,5974,8608,6709,-3621,-2081,1022,-1940,-2110,-419,-3748,-412,1094,417,-1584,-3265,-169716.077373909
281,28.1,2064,2248940,-177,182,-2250,-5042,2554,1514,1404,421,-3973,885,-3627,1604,720,2764,1202,131,-169716.077373909
282,28.2,9411,2251889,4733,6327,4623,5180,-1224,2089,1994,3852,1915,251,-1539,-2393,-1188,819,-1688,1178,-169716.077373909
283,28.3,6703,2205337,6194,1012,3552,12,-279,-70,365,-4586,-1351,-831,106,-89,-1072,1482,2701,3628,-170063.602021879
284,28.4,10148,2199321,3829,1372,5508,2316,-1411,-1017,2142,3240,-1199,1651,-315,-6403,2983,994,3123,-1169,-170411.12666985
285,28.5,3582,2182434,6245,783,4250,372,-3858,-541,1100,-2380,1119,-2760,-794,919,1068,63,-1784,-2227,-170411.12666985
286,28.6,5884,2246994,7037,1726,4667,5642,-2729,1729,3749,1879,-3484,1809,-2903,4543,1998,-611,1450,-626,-170411.12666985
287,28.7,20359,2240887,12209,12495,12225,13910,261,-445,2902,-1668,566,3581,-119,2463,2678,4500,-590,2557,-170411.12666985
288,28.8,6652,2280763,4568,2281,393,3489,569,-1373,2264,5601,-2344,3053,-2078,2475,1982,2838,305,7,-169368.552725938
289,28.9,6698,2185924,3069,3727,164,97,4426,-1598,494,-53,456,-5794,880,1286,-1124,2588,333,1244,-169368.552725938
290,29,14363,2196031,8720,8519,6992,8385,1710,4710,-1205,-670,-1157,-1996,-3832,76,98,59,3542,2880,-170063.602021879
291,29.1,6156,2203923,-890,-607,-3635,-2083,-717,-229,4547,1164,-212,143,2446,-263,-2246,3447,45,34,-169021.028077967
292,29.2,7258,2231547,4523,3938,2987,1084,535,-2501,1130,-4113,3832,-1272,-1093,-3065,-2,3764,3508,503,-169021.028077967
293,29.3,6190,2252278,8172,3467,5050,3711,-732,-843,1375,-860,-359,-2231,-275,171,1165,-2628,3816,3727,-169368.552725938
294,29.4,7006,2224199,9415,6467,5881,6038,774,1101,91,1253,586,-369,-3794,1525,-3269,3889,987,-1837,-169368.552725938
295,29.5,9896,2259265,7972,9283,7311,4513,-1265,905,-30,4791,1860,-490,2527,-1421,-559,2521,-906,1560,-169368.552725938
296,29.6,5577,2212266,1206,2712,5412,849,-1304,3632,-113,-140,-1005,650,1461,-1255,-1501,4198,702,-1810,-168673.503429996
297,29.7,11108,2237670,8603,5262,3160,5776,-136,-892,-2212,2145,2427,2502,-1136,-2155,56,-463,2946,1940,-168673.503429996
298,29.8,5440,2232160,1047,3018,91,-259,1663,198,-4208,1740,-1081,-2251,-1518,586,-851,2114,924,-885,-168325.978782025
299,29.9,7699,2208785,5201,1877,1653,2421,-2791,-3349,-1066,3546,-1437,505,-1445,4252,-288,4029,-1790,1764,-167978.454134055
300,30,8236,2226077,4891,2927,3324,4290,664,-1314,-2283,290,-3242,-3895,-3208,827,3889,-1718,326,4079,-167978.454134055
301,30.1,7574,2267973,5266,5321,6090,7750,219,643,-928,669,-31,-987,-1958,-3056,-3164,6234,1847,404,-167630.929486084
302,30.2,10091,2253965,6208,5470,5342,3958,-1085,-88,-560,-17,1087,2950,64,-356,1225,1185,4023,1823,-167630.929486084
303,30.3,13255,2231708,9246,6774,9595,4797,1322,-2185,-3395,130,-417,966,-3963,1562,1089,732,3129,-1639,-167630.929486084
304,30.4,6195,2211469,4684,4925,4295,4295,239,-1049,650,524,768,-764,1263,1784,112,-1663,2082,2989,-167978.454134055
305,30.5,10840,2181516,7616,9399,4577,6393,2486,137,-1584,2432,157,1882,2580,-2266,573,162,574,-172,-167283.404838113
306,30.6,7664,2259677,7312,2543,5555,3066,-2006,-2540,3441,66,2336,-239,1832,190,-239,2127,5918,-1709,-167978.454134055
307,30.7,4536,2255721,1767,-2560,-1948,-1985,-426,2929,-1958,-1021,1407,2329,1040,2031,967,496,459,-2937,-167978.454134055
308,30.8,8094,2289510,7882,5916,6980,6482,2716,-2469,-4466,-439,-254,1079,4321,-2352,1797,2145,1626,1946,-168325.978782025
309,30.9,7445,2209682,-463,-141,1525,-1850,-1013,-420,2917,1838,2527,4151,-661,3698,2649,-5440,1120,243,-168325.978782025
310,31,6760,2230780,7452,8270,950,3148,189,413,976,3041,-1770,-25,-2231,653,3626,3108,1681,4968,-166588.355542172
311,31.1,9651,2217750,9126,6927,3663,5997,-3611,-2271,-1886,-1531,2281,-1719,-1077,-3911,-803,5493,691,1416,-168325.978782025
312,31.2,5844,2247880,7237,1280,1821,6153,4291,742,-1848,-2284,-9,675,-259,-212,2916,1847,246,198,-168325.978782025
313,31.3,5835,2270608,1899,-1627,75,-1748,2577,-1221,-2363,303,2232,1516,1725,4408,1724,3421,-1261,-66,-166588.355542172
314,31.4,9813,2225221,5100,2270,5272,1466,-1707,3576,2148,-1476,3311,204,-417,1028,2977,-1126,-710,167,-166588.355542172
315,31.5,9305,2273236,6833,5909,3132,4786,302,1223,4118,-1416,-2639,-1011,-4542,-1947,443,736,2814,1504,-166240.830894201
316,31.6,11323,2234582,5875,5666,3051,278,-4016,76,-720,-686,1742,1080,-2758,1378,1112,2873,3423,2059,-166935.880190142
317,31.7,14465,2275937,6636,5646,3286,6598,2201,-1876,171,273,-1523,19,138,570,-1217,4223,-2603,-1460,-166935.880190142
318,31.8,14878,2264102,10389,9659,9941,9618,4958,4711,398,3041,1626,5886,-3117,2304,2158,3803,2842,-1570,-166935.880190142
319,31.9,14588,2252615,6867,6092,5460,5087,-657,-3657,-178,-2362,1554,1686,-385,100,3990,1425,-369,2114,-165893.30624623
320,32,11781,2249779,4504,956,3790,-597,-1309,296,-1447,-2937,-4548,509,5064,2202,-2450,2159,-431,-759,-165545.781598259
321,32.1,13977,2292515,6213,11037,6476,7145,2102,104,2011,109,-2363,870,-902,759,-1066,-45,-1977,-2179,-166240.830894201
322,32.2,2472,2278680,-2157,-49,-1915,-1492,-1641,1494,694,-2372,-688,-5740,704,1346,1454,-2330,-485,-1377,-165198.256950289
323,32.3,8070,2247936,6244,4600,5680,6039,-2499,-2423,-793,-480,-3200,1690,3489,-704,-537,-1251,-1850,-280,-165198.256950289
324,32.4,8276,2239731,2940,4558,2947,1961,1037,851,2207,1627,642,-3046,870,832,4298,1068,310,-670,-165198.256950289
325,32.5,3597,2204140,3493,1314,2227,-136,-3470,1338,1188,4307,-466,364,316,2019,333,3298,1683,1967,-165198.256950289
326,32.6,12879,2288249,1318,1127,3358,3604,-23,-985,-18,-1277,3009,-2342,-3582,389,-1445,1219,1243,120,-164850.732302318
327,32.7,4383,2288294,1117,192,-2433,246,-88,-550,429,191,1928,-2601,-4783,-546,-2245,2787,3893,88,-164155.683006376
328,32.8,15594,2321503,10044,8224,7346,7599,-2174,-963,-1321,-1307,-556,-1704,-396,-1265,-2030,2555,-365,2481,-165198.256950289
329,32.9,14177,2231748,10371,6251,9967,4382,-2145,3729,-3000,2074,4852,-717,2373,-2648,3077,1598,3332,886,-164155.683006376
330,33,9326,2257890,5282,5222,7248,6375,-3411,-605,461,-88,-2767,-1753,-216,1475,600,1295,1979,3480,-164155.683006376
331,33.1,7527,2259044,483,818,893,297,-1070,1400,845,-2463,-1195,-1333,2574,-1918,1078,185,606,2973,-164155.683006376
332,33.2,12089,2289038,8865,5890,9723,6832,-1851,-863,2766,-178,2009,-796,1781,-1358,-1549,-2727,842,-185,-163808.158358406
333,33.3,8661,2304899,6041,8610,4603,5263,-369,2261,-1267,2809,-3270,-1046,718,4381,701,-1464,3374,1649,-163808.158358406
334,33.4,7136,2272336,1050,3604,-1341,1675,-147,-3679,-960,-1169,293,3079,-1482,171,2010,2722,1702,-2048,-159637.862582756
335,33.5,14318,2312481,5125,9158,3703,4639,-1239,284,4431,-1958,1879,-1527,-2409,-1157,2978,-572,-1022,71,-159637.862582756
336,33.6,13291,2274019,7833,2513,4038,6498,-4088,1544,-244,1770,-1953,-4482,-812,323,2253,754,3760,704,-158942.813286815
337,33.7,15908,2285877,6189,8146,6102,5173,-1180,2541,212,2966,635,433,-1103,363,2842,-2332,-321,-2697,-161027.961174639
338,33.8,18106,2289545,8976,6664,6243,9181,182,-1494,-364,2335,3022,-1356,-1133,3317,-1711,1594,-1373,-3310,-161027.961174639
339,33.9,13275,2279144,6621,3993,3120,6336,219,-498,4113,529,4184,-2004,-552,-3826,-1758,-257,-2920,2731,-162765.584414493
340,34,16622,2303696,7435,7387,8337,5738,-2443,-2999,-173,977,1437,-2829,-1937,217,-1485,3271,-1857,1954,-163113.109062464
341,34.1,9197,2341169,2100,305,2830,256,-1171,2981,-425,799,983,-3869,-386,-1541,-636,3710,2363,1361,-163113.109062464
342,34.2,6615,2308930,3135,-2587,-1158,2281,-2816,2965,-1406,2349,-269,-883,-210,-2329,-1333,3463,1126,-1432,-163808.158358406
343,34.3,12453,2310567,4054,2599,1655,6023,2083,2259,-4124,-817,1732,2986,864,537,1317,654,3197,-2284,-164155.683006376
344,34.4,8899,2304483,6235,3686,2615,2582,-1766,310,-1207,644,-81,1469,-3145,-554,-2886,4580,-1522,743,-164155.683006376
345,34.5,9601,2288195,2355,5711,1333,2495,-3045,1565,273,3784,2652,2329,3043,1201,-3430,-1934,3092,-761,-164155.683006376
346,34.6,9044,2353690,1088,4,-779,-64,-3036,-3002,2596,2042,3311,-2292,-2365,-621,-1324,-2296,-326,403,-162765.584414493
347,34.7,19828,2342486,12550,6888,7598,8105,-1775,2035,100,-952,785,3319,-963,-1916,3337,2500,-1195,-1174,-162765.584414493
348,34.8,14055,2386974,7153,7956,6481,8472,1330,-1185,1288,-604,3827,-1050,280,157,3202,-308,-2425,1424,-163808.158358406
349,34.9,12232,2275492,4917,5244,2300,3827,-2518,-618,483,2113,952,-3320,-3907,3215,-292,909,461,-299,-162418.059766523
350,35,9668,2302544,4826,-601,-2333,-551,247,577,-872,-3157,468,787,1527,3296,1939,-1070,-3974,1483,-162418.059766523
351,35.1,12416,2294474,6820,-45,1563,4280,-31,-2302,-823,344,-57,588,-2882,-1989,-1211,3374,1729,2082,-163113.109062464
352,35.2,10046,2316757,6236,1480,2489,1243,-1082,1026,2938,906,-2016,2503,-143,-3140,-531,566,-3321,3345,-163113.109062464
353,35.3,13608,2342746,6676,9657,4256,8545,22,4877,1683,459,3596,-1379,-1748,174,8,3267,-677,90,-162070.535118552
354,35.4,8929,2340441,910,-1626,-1178,-2155,2608,-1983,398,2473,2545,2625,778,472,2700,1658,2805,-352,-162070.535118552
355,35.5,12673,2349789,5110,4843,6010,4394,-671,1098,-1266,3118,271,-2431,-850,-440,63,4199,5670,7,-162070.535118552
356,35.6,5174,2302202,-195,-4963,-2543,-1983,-5320,-255,-956,1742,-624,-178,1346,931,-2900,-2547,553,-3683,-161723.010470581
357,35.7,11848,2343262,1143,-134,2586,4111,-1403,3492,3586,-858,2510,1247,-2196,514,-1306,113,1632,-450,-161723.010470581
358,35.8,11086,2330553,-396,450,-1478,1799,-2472,-1081,-1349,171,3078,1148,-847,55,597,-2162,501,860,-161723.010470581
359,35.9,14945,2329065,9835,11578,9525,8971,-1930,-2587,1189,-1355,-697,-3264,4158,-724,2710,3941,1222,-901,-161375.48582261
360,36,15367,2361125,7059,4234,2414,4524,4384,-2364,-2775,-1189,1121,-210,-6691,-604,-2237,1027,224,-1185,-160680.436526669
361,36.1,9704,2382073,1258,4164,3842,802,-2664,1125,-3998,-432,115,2398,1347,-1195,-118,-2210,2410,-527,-161027.961174639
362,36.2,11212,2369792,3039,-656,3344,-1313,-661,-2348,-3870,1530,2914,-101,-2426,-697,1244,3569,-2381,2383,-161027.961174639
363,36.3,11753,2363783,5608,4072,2634,2721,-3318,-130,480,-3156,1831,2638,557,-1989,140,291,-2967,-972,-161027.961174639
364,36.4,10894,2354593,7846,5471,5757,9042,1996,1387,-1411,3966,-1649,1482,2112,110,3215,5896,-1428,1378,-161027.961174639
365,36.5,13493,2334861,5480,7779,6576,4407,-4304,-1754,-1250,-1311,1785,-3254,1190,-1645,-3539,4066,1652,507,-160680.436526669
366,36.6,7213,2400092,-1318,545,-472,-3920,-169,-744,3043,2105,4041,3708,1309,-407,-1084,1343,-197,-323,-160332.911878698
367,36.7,10727,2395980,1956,3377,708,1285,-1759,295,38,716,3149,266,-1781,288,3047,168,-1486,1560,-160332.911878698
368,36.8,15242,2446433,4298,1595,5954,2970,-488,2262,-2112,1503,-633,-3142,1189,-217,705,-228,3033,355,-160332.911878698
369,36.9,10778,2368804,889,1375,-1170,-661,453,-2255,-941,1034,74,1056,5244,-468,1130,1594,2065,2345,-160332.911878698
370,37,10263,2375730,3318,4827,1635,3861,3050,-962,881,-4143,-432,-361,-2218,1783,1930,1050,-369,199,-160332.911878698
371,37.1,12650,2337871,4218,6725,4336,741,400,3792,654,376,-4022,-3439,-5560,1495,1218,-927,224,3192,-160680.436526669
372,37.2,11649,2381327,3532,1044,3226,3870,-2604,-1044,-2276,1344,494,3239,-1160,502,1944,2068,4197,87,-161027.961174639
373,37.3,20981,2450648,7215,10569,8824,11241,265,-2540,1936,446,-1440,5409,1555,-1460,-2379,1845,-951,1656,-159985.387230727
